vid,japanese,reading,meaning,type,category,subcategory,level,samplesentence,sentencehiragana,sentencemeaning
m037,魚,さかな,fish,noun,todays_meal,"たべる,のむ",22,魚を焼きます。,さかなを やきます。,I grill fish.
m038,卵,たまご,egg,noun,todays_meal,"たべる,のむ",22,朝、卵を食べます。,あさ、たまごを たべます。,I eat eggs in the morning.
m039,野菜,やさい,vegetables,noun,todays_meal,"たべる,のむ",22,毎日野菜を食べます。,まいにち やさいを たべます。,I eat vegetables every day.
m040,果物,くだもの,fruit,noun,todays_meal,"たべる,のむ",22,果物をたくさん食べます。,くだものを たくさん たべます。,I eat lots of fruit.
m041,りんご,りんご,apple,noun,todays_meal,"たべる,のむ",22,朝、りんごを一つ食べます。,あさ、りんごを ひとつ たべます。,I eat one apple in the morning.
m042,レモン,れもん,lemon,noun,todays_meal,"たべる,のむ",22,レモンを少し入れます。,れもんを すこし いれます。,I add a little lemon.
m043,みかん,みかん,mandarin orange,noun,todays_meal,"たべる,のむ",22,冬はみかんをよく食べます。,ふゆは みかんを よく たべます。,I often eat mandarins in winter.
m044,パン,ぱん,bread,noun,todays_meal,"たべる,のむ",22,朝はパンがいいです。,あさは ぱんが いいです。,I prefer bread for breakfast.
m045,お菓子,おかし,sweets; snacks,noun,todays_meal,"たべる,のむ",22,友達とお菓子を食べます。,ともだちと おかしを たべます。,I eat snacks with my friend.
m046,チョコレート,ちょこれーと,chocolate,noun,todays_meal,"たべる,のむ",22,疲れた日はチョコレートを食べます。,つかれた ひは ちょこれーとを たべます。,I eat chocolate on tiring days.
m047,飲み物,のみもの,drink; beverage,noun,todays_meal,"たべる,のむ",22,冷たい飲み物がいいです。,つめたい のみものが いいです。,I'd like a cold drink.
m048,水,みず,water,noun,todays_meal,"たべる,のむ",22,まず水を飲みます。,まず みずを のみます。,"First, I drink water."
m049,お湯,おゆ,hot water,noun,todays_meal,"たべる,のむ",22,お湯を入れてください。,おゆを いれて ください。,Please add hot water.
m050,冷たい,つめたい,cold; chilled,adjective,todays_meal,"たべる,のむ",22,冷たい水を飲みたいです。,つめたい みずを のみたいです。,I want to drink cold water.
m051,～がいい,～がいい,[something] is preferable; I would like [something],expression,todays_meal,"たべる,のむ",22,私はコーヒーがいいです。,わたしは こーひーが いいです。,I'll have coffee.
m052,入れる,いれる,to put in; to add; to make (tea/coffee),verb,todays_meal,"たべる,のむ",22,コーヒーにミルクを入れます。,こーひーに みるくを いれます。,I put milk in my coffee.
m053,ミルク,みるく,milk,noun,todays_meal,"たべる,のむ",22,コーヒーにミルクを入れます。,こーひーに みるくを いれます。,I put milk in my coffee.
m054,自動販売機,じどうはんばいき,vending machine,noun,todays_meal,"たべる,のむ",22,自動販売機で水を買います。,じどうはんばいきで みずを かいます。,I buy water from a vending machine.
m055,牛乳,ぎゅうにゅう,milk,noun,todays_meal,"たべる,のむ",22,毎朝、牛乳を飲みます。,まいあさ、ぎゅうにゅうを のみます。,I drink milk every morning.
m056,ジュース,じゅーす,juice,noun,todays_meal,"たべる,のむ",22,暑い日はジュースを飲みます。,あつい ひは じゅーすを のみます。,I drink juice on hot days.
m057,コーヒー,こーひー,coffee,noun,todays_meal,"たべる,のむ",22,朝はコーヒーを飲みます。,あさは こーひーを のみます。,I drink coffee in the morning.
m058,紅茶,こうちゃ,black tea,noun,todays_meal,"たべる,のむ",22,午後は紅茶がいいです。,ごごは こうちゃが いいです。,I'd like tea in the afternoon.
m059,お茶,おちゃ,tea,noun,todays_meal,"たべる,のむ",22,ご飯と一緒にお茶を飲みます。,ごはんと いっしょに おちゃを のみます。,I drink tea with my meal.
m060,お酒,おさけ,alcohol; alcoholic drink,noun,todays_meal,"たべる,のむ",22,夜、お酒を飲みません。,よる、おさけを のみません。,I don't drink alcohol at night.
m061,ビール,びーる,beer,noun,todays_meal,"たべる,のむ",22,父はビールを飲みます。,ちちは びーるを のみます。,My father drinks beer.
m062,ワイン,わいん,wine,noun,todays_meal,"たべる,のむ",22,レストランでワインを飲みます。,れすとらんで わいんを のみます。,I drink wine at a restaurant.
m063,カップ,かっぷ,cup,noun,todays_meal,"たべる,のむ",22,カップにコーヒーを入れます。,かっぷに こーひーを いれます。,I pour coffee into a cup.
m064,コップ,こっぷ,glass; cup,noun,todays_meal,"たべる,のむ",22,コップに水を入れます。,こっぷに みずを いれます。,I put water in a glass.
m065,料理,りょうり,cooking; cuisine; dish,noun,todays_meal,りょうり,23,今日は料理をします。,きょうは りょうりを します。,I'm cooking today.
m066,ご飯,ごはん,meal; cooked rice,noun,todays_meal,りょうり,23,ご飯を食べてから出かけます。,ごはんを たべてから でかけます。,I go out after eating.
m067,サンドイッチ,さんどいっち,sandwich,noun,todays_meal,りょうり,23,昼はサンドイッチを食べます。,ひるは さんどいっちを たべます。,I eat a sandwich for lunch.
m068,おにぎり,おにぎり,rice ball,noun,todays_meal,りょうり,23,駅でおにぎりを買いました。,えきで おにぎりを かいました。,I bought a rice ball at the station.
m069,お弁当,おべんとう,bento; packed lunch,noun,todays_meal,りょうり,23,母がお弁当を作りました。,ははが おべんとうを つくりました。,My mother made a packed lunch.
m070,ラーメン,らーめん,ramen,noun,todays_meal,りょうり,23,夜にラーメンを食べました。,よるに らーめんを たべました。,I ate ramen at night.
m071,パスタ,ぱすた,pasta,noun,todays_meal,りょうり,23,今日はパスタを作ります。,きょうは ぱすたを つくります。,I'm making pasta today.
m072,うどん,うどん,udon,noun,todays_meal,りょうり,23,寒い日はうどんがいいです。,さむい ひは うどんが いいです。,"On cold days, I prefer udon."
m073,そば,そば,soba; buckwheat noodles,noun,todays_meal,りょうり,23,昼にそばを食べました。,ひるに そばを たべました。,I ate soba for lunch.
m074,天ぷら,てんぷら,tempura,noun,todays_meal,りょうり,23,天ぷらを食べたいです。,てんぷらを たべたいです。,I want to eat tempura.
m075,すき焼き,すきやき,sukiyaki,noun,todays_meal,りょうり,23,冬にすき焼きを食べます。,ふゆに すきやきを たべます。,I eat sukiyaki in winter.
m076,刺身,さしみ,sashimi,noun,todays_meal,りょうり,23,刺身はおいしいです。,さしみは おいしいです。,Sashimi is delicious.
m077,カレーライス,かれーらいす,curry rice,noun,todays_meal,りょうり,23,晩ご飯はカレーライスです。,ばんごはんは かれーらいすです。,Curry rice is for dinner.
m078,牛丼,ぎゅうどん,beef bowl,noun,todays_meal,りょうり,23,昼に牛丼を食べました。,ひるに ぎゅうどんを たべました。,I ate gyudon for lunch.
m079,お寿司,おすし,sushi,noun,todays_meal,りょうり,23,日本でお寿司を食べたいです。,にほんで おすしを たべたいです。,I want to eat sushi in Japan.
m080,ケーキ,けーき,cake,noun,todays_meal,りょうり,23,誕生日にケーキを食べます。,たんじょうびに けーきを たべます。,I eat cake on my birthday.
m081,アイスクリーム,あいすくりーむ,ice cream,noun,todays_meal,りょうり,23,暑い日にアイスクリームを食べます。,あつい ひに あいすくりーむを たべます。,I eat ice cream on hot days.
m082,取る,とる,to take; to pick up,verb,todays_meal,りょうり,23,写真を一枚取ります。,しゃしんを いちまい とります。,I take one photo.
m083,砂糖,さとう,sugar,noun,todays_meal,りょうり,23,コーヒーに砂糖を入れません。,こーひーに さとうを いれません。,I don't put sugar in my coffee.
m084,塩,しお,salt,noun,todays_meal,りょうり,23,料理に塩を少し入れます。,りょうりに しおを すこし いれます。,I add a little salt to the dish.
m085,醤油,しょうゆ,soy sauce,noun,todays_meal,りょうり,23,お寿司に醤油をつけます。,おすしに しょうゆを つけます。,I dip sushi in soy sauce.
m086,レストラン,れすとらん,restaurant,noun,todays_meal,レストラン,24,今日は小さなレストランへ行きます。,きょうは ちいさな れすとらんへ いきます。,Today I'm going to a small restaurant.
m087,何,なに,what,pronoun,todays_meal,レストラン,24,何が好きですか。,なにが すきですか。,What do you like?
m088,なんか,なんか,something like; things like; somehow,expression,todays_meal,レストラン,24,なんか、今日は楽しいです。,なんか、きょうは たのしいです。,"Somehow, today feels fun."
m089,食事する,しょくじする,to have a meal; to eat,verb,todays_meal,レストラン,24,友達と一緒に食事します。,ともだちと いっしょに しょくじします。,I have a meal with my friend.
